Mod:Item:MetaData, Localized Name
MineFactoryReloaded:laserfocus:15, Laser Focus (Black)
MineFactoryReloaded:record.blank, Blank Record
MineFactoryReloaded:spyglass, Spyglass
MineFactoryReloaded:ruler, Ruler
MineFactoryReloaded:fishingrod, Fishing Rod
MineFactoryReloaded:potatolauncher, Potato Cannon
MineFactoryReloaded:needlegun, Needlegun
MineFactoryReloaded:needlegun.ammo.empty, Needlegun Magazine
MineFactoryReloaded:needlegun.ammo.standard, Needlegun Ammo (Needles)
MineFactoryReloaded:needlegun.ammo.pierce, Needlegun Ammo (Shrapnel)
MineFactoryReloaded:needlegun.ammo.lava, Needlegun Ammo (Lava)
MineFactoryReloaded:needlegun.ammo.sludge, Needlegun Ammo (Sludge)
MineFactoryReloaded:needlegun.ammo.sewage, Needlegun Ammo (Sewage)
MineFactoryReloaded:needlegun.ammo.fire, Needlegun Ammo (Fire)
MineFactoryReloaded:needlegun.ammo.anvil, Needlegun Ammo (Anvil)
MineFactoryReloaded:rocketlauncher, SPAMR Launcher
MineFactoryReloaded:rocket:0, Tracking Self-Propelled Anti Material Rocket
MineFactoryReloaded:rocket:1, Self-Propelled Anti Material Rocket
MineFactoryReloaded:bucket.sewage, Sewage Bucket
MineFactoryReloaded:bucket.sludge, Sludge Bucket
MineFactoryReloaded:bucket.essence, Essence Bucket
MineFactoryReloaded:bucket.biofuel, BioFuel Bucket
MineFactoryReloaded:bucket.meat, Meat Bucket
MineFactoryReloaded:bucket.pinkslime, Pink Slime Bucket
MineFactoryReloaded:bucket.chocolatemilk, Chocolate Milk Bucket
MineFactoryReloaded:bucket.mushroomsoup, Mushroom Soup Bucket
OpenComputers:item:27, Arithmetic Logic Unit (ALU)
OpenComputers:item:101, Accelerated Processing Unit (APU) (Tier 1)
OpenComputers:item:102, Accelerated Processing Unit (APU) (Tier 2)
OpenComputers:item:103, Accelerated Processing Unit (APU) (Creative)
OpenComputers:item:18, Grog
OpenComputers:item:0, Analyzer
OpenComputers:item:21, Arrow Keys
OpenComputers:item:20, Button Group
OpenComputers:item:29, Central Processing Unit (CPU) (Tier 1)
OpenComputers:item:42, Central Processing Unit (CPU) (Tier 2)
OpenComputers:item:43, Central Processing Unit (CPU) (Tier 3)
OpenComputers:item:33, Card Base
OpenComputers:item:96, Chamelium
OpenComputers:item:31, Circuit Board
OpenComputers:item:70, Component Bus (Tier 1)
OpenComputers:item:71, Component Bus (Tier 2)
OpenComputers:item:72, Component Bus (Tier 3)
OpenComputers:item:114, Component Bus (Creative)
OpenComputers:item:28, Control Unit (CU)
OpenComputers:item:17, Cutting Wire
OpenComputers:item:104, Data Card (Tier 1)
OpenComputers:item:105, Data Card (Tier 2)
OpenComputers:item:106, Data Card (Tier 3)
OpenComputers:item:73, Debug Card
OpenComputers:item:81, Network Debugger
OpenComputers:item:111, Diamond Chip
OpenComputers:item:19, Disk Platter
OpenComputers:item:109, Disk Drive
OpenComputers:item:83, Drone Case (Tier 1)
OpenComputers:item:87, Drone Case (Tier 2)
OpenComputers:item:91, Drone Case (Creative)
OpenComputers:item:4, Floppy Disk
OpenComputers:item:8, Graphics Card (Tier 1)
OpenComputers:item:9, Graphics Card (Tier 2)
OpenComputers:item:10, Graphics Card (Tier 3)
OpenComputers:item:5, Hard Disk Drive (Tier 1) (1MB)
OpenComputers:item:6, Hard Disk Drive (Tier 2) (2MB)
OpenComputers:item:7, Hard Disk Drive (Tier 3) (4MB)
OpenComputers:item:95, Ink Cartridge
OpenComputers:item:94, Ink Cartridge (Empty)
OpenComputers:item:44, Internet Card
OpenComputers:item:48, Interweb
OpenComputers:item:16, Iron Nugget
OpenComputers:item:51, Linked Card
OpenComputers:item:98, OpenComputers Manual
OpenComputers:item:1, Memory (Tier 1)
OpenComputers:item:50, Memory (Tier 1.5)
OpenComputers:item:2, Memory (Tier 2)
OpenComputers:item:3, Memory (Tier 2.5)
OpenComputers:item:38, Memory (Tier 3)
OpenComputers:item:39, Memory (Tier 3.5)
OpenComputers:item:24, Microchip (Tier 1)
OpenComputers:item:25, Microchip (Tier 2)
OpenComputers:item:26, Microchip (Tier 3)
OpenComputers:item:82, Microcontroller Case (Tier 1)
OpenComputers:item:86, Microcontroller Case (Tier 2)
OpenComputers:item:90, Microcontroller Case (Creative)
OpenComputers:item:107, Nanomachines
OpenComputers:item:11, Network Card
OpenComputers:item:22, Numeric Keypad
OpenComputers:item:32, Printed Circuit Board (PCB)
OpenComputers:item:30, Raw Circuit Board
OpenComputers:item:66, Redstone Card (Tier 1)
OpenComputers:item:45, Server (Tier 1)
OpenComputers:item:46, Server (Tier 2)
OpenComputers:item:40, Server (Tier 3)
OpenComputers:item:69, Server (Creative)
OpenComputers:item:74, Tablet Case (Tier 1)
OpenComputers:item:92, Tablet Case (Tier 2)
OpenComputers:item:93, Tablet Case (Creative)
OpenComputers:item:41, Remote Terminal
OpenComputers:item:108, Terminal Server
OpenComputers:item:97, Texture Picker
OpenComputers:item:23, Transistor
OpenComputers:item:49, Angel Upgrade
OpenComputers:item:63, Battery Upgrade (Tier 1)
OpenComputers:item:64, Battery Upgrade (Tier 2)
OpenComputers:item:65, Battery Upgrade (Tier 3)
OpenComputers:item:62, Chunkloader Upgrade
OpenComputers:item:57, Card Container (Tier 1)
OpenComputers:item:58, Card Container (Tier 2)
OpenComputers:item:59, Card Container (Tier 3)
OpenComputers:item:54, Upgrade Container (Tier 1)
OpenComputers:item:55, Upgrade Container (Tier 2)
OpenComputers:item:56, Upgrade Container (Tier 3)
OpenComputers:item:14, Crafting Upgrade
OpenComputers:item:78, Database Upgrade (Tier 1)
OpenComputers:item:79, Database Upgrade (Tier 2)
OpenComputers:item:80, Database Upgrade (Tier 3)
OpenComputers:item:52, Experience Upgrade
OpenComputers:item:15, Generator Upgrade
OpenComputers:item:99, Hover Upgrade (Tier 1)
OpenComputers:item:100, Hover Upgrade (Tier 2)
OpenComputers:item:53, Inventory Upgrade
OpenComputers:item:61, Inventory Controller Upgrade
OpenComputers:item:85, Leash Upgrade
OpenComputers:item:112, MFU
OpenComputers:item:36, Navigation Upgrade
OpenComputers:item:75, Piston Upgrade
OpenComputers:item:35, Sign I/O Upgrade
OpenComputers:item:34, Solar Generator Upgrade
OpenComputers:item:76, Tank Upgrade
OpenComputers:item:77, Tank Controller Upgrade
OpenComputers:item:67, Tractor Beam Upgrade
OpenComputers:item:110, Trading Upgrade
OpenComputers:item:113, Wireless Network Card (Tier 1)
OpenComputers:item:13, Wireless Network Card (Tier 2)
OpenComputers:item:89, World Sensor Card
OpenComputers:item:84, Crecopter
OpenComputers:item:0, Microcontroller
OpenComputers:item:0, Creatix
OpenComputers:item:68, Tablet
OpenComputers:item:0, Hover Boots
OpenComputers:item:0, EEPROM (Lua BIOS)
OpenComputers:eeprom, EEPROM
OpenComputers:wrench, Scrench
OpenComputers:hoverBoots, Hover Boots
voltzengine:ve.screwdriver, MultiTool
voltzengine:exSpawnEgg:0, ExCreeper
voltzengine:exSpawnEgg:1, ExBat
voltzengine:exSpawnEgg:0, ExCreeper
voltzengine:exSpawnEgg:1, ExBat
voltzengine:exSpawnEgg:0, ExCreeper
voltzengine:exSpawnEgg:1, ExBat
icbmclassic:icbmCPoisonPowder, Poison Powder
icbmclassic:icbmCSulfurDust:0, Sulfur
icbmclassic:icbmCSulfurDust:1, Saltpeter
icbmclassic:icbmCAntidote, Antidote
icbmclassic:icbmCSignalDisrupter, Signal Disrupter
icbmclassic:icbmCTracker, Tracker
icbmclassic:icbmCMissile:0, Conventional Missile
icbmclassic:icbmCMissile:1, Shrapnel Missile
icbmclassic:icbmCMissile:2, Incendiary Missile
icbmclassic:icbmCMissile:3, Debilitation Missile
icbmclassic:icbmCMissile:4, Chemical Missile
icbmclassic:icbmCMissile:5, Anvil Missile
icbmclassic:icbmCMissile:6, Repulsive Missile
icbmclassic:icbmCMissile:7, Attractive Missile
icbmclassic:icbmCMissile:8, Fragmentation Missile
icbmclassic:icbmCMissile:9, Contagious Missile
icbmclassic:icbmCMissile:10, Sonic Missile
icbmclassic:icbmCMissile:11, Breaching Missile
icbmclassic:icbmCMissile:12, Rejuvenation Missile
icbmclassic:icbmCMissile:13, Thermobaric Missile
icbmclassic:icbmCMissile:15, Nuclear Missile
icbmclassic:icbmCMissile:16, EMP Missile
icbmclassic:icbmCMissile:17, Exothermic Missile
icbmclassic:icbmCMissile:18, Endothermic Missile
icbmclassic:icbmCMissile:19, Anti-Gravitational Missile
icbmclassic:icbmCMissile:20, Ender Missile
icbmclassic:icbmCMissile:21, Hypersonic Missile
icbmclassic:icbmCMissile:22, Antimatter Missile
icbmclassic:icbmCMissile:23, Red Matter Missile
icbmclassic:icbmCMissile:24, Missile Module
icbmclassic:icbmCMissile:25, Homing Missile
icbmclassic:icbmCMissile:26, Anti-ballistic Missile
icbmclassic:icbmCMissile:27, Cluster Missile
icbmclassic:icbmCMissile:28, Nuclear Cluster Missile
icbmclassic:icbmCDefuser, Defuser
icbmclassic:icbmCRadarGun:0, Radar Gun
icbmclassic:icbmCRemoteDetonator:0, Remote Detonator
icbmclassic:icbmCLaserDetonator:0, Laser Designator
icbmclassic:icbmCRocketLauncher, Rocket Launcher
icbmclassic:icbmCGrenade:0, Conventional Grenade
icbmclassic:icbmCGrenade:1, Shrapnel Grenade
icbmclassic:icbmCGrenade:2, Incendiary Grenade
icbmclassic:icbmCGrenade:3, Debilitation Grenade
icbmclassic:icbmCGrenade:4, Chemical Grenade
icbmclassic:icbmCGrenade:5, Anvil Grenade
icbmclassic:icbmCGrenade:6, Repulsive Grenade
icbmclassic:icbmCGrenade:7, Attractive Grenade
icbmclassic:icbmCBombCart:0, Explosive Cart
icbmclassic:icbmCBombCart:1, Shrapnel Minecart
icbmclassic:icbmCBombCart:2, Incendiary Minecart
icbmclassic:icbmCBombCart:3, Debilitation Minecart
icbmclassic:icbmCBombCart:4, Chemical Minecart
icbmclassic:icbmCBombCart:5, Anvil Minecart
icbmclassic:icbmCBombCart:6, Repulsive Minecart
icbmclassic:icbmCBombCart:7, Attractive Minecart
icbmclassic:icbmCBombCart:8, Fragmentation Minecart
icbmclassic:icbmCBombCart:9, Contagious Minecart
icbmclassic:icbmCBombCart:10, Sonic Minecart
icbmclassic:icbmCBombCart:11, Breaching Minecart
icbmclassic:icbmCBombCart:12, Rejuvenation Minecart
icbmclassic:icbmCBombCart:13, Thermobaric Minecart
icbmclassic:icbmCBombCart:29, Nightmare Minecart
IronChest:ironGoldUpgrade, Iron to Gold Chest Upgrade
IronChest:goldDiamondUpgrade, Gold to Diamond Chest Upgrade
IronChest:copperSilverUpgrade, Copper to Silver Chest Upgrade
IronChest:silverGoldUpgrade, Silver to Gold Chest Upgrade
IronChest:copperIronUpgrade, Copper to Iron Chest Upgrade
IronChest:diamondCrystalUpgrade, Diamond to Crystal Chest Upgrade
IronChest:woodIronUpgrade, Wood to Iron Chest Upgrade
IronChest:woodCopperUpgrade, Wood to Copper Chest Upgrade
IronChest:diamondObsidianUpgrade, Diamond to Obsidian Chest Upgrade
Mekanism:PartTransmitter:0, Basic Universal Cable
Mekanism:PartTransmitter:1, Advanced Universal Cable
Mekanism:PartTransmitter:2, Elite Universal Cable
Mekanism:PartTransmitter:3, Ultimate Universal Cable
Mekanism:PartTransmitter:4, Basic Mechanical Pipe
Mekanism:PartTransmitter:5, Advanced Mechanical Pipe
Mekanism:PartTransmitter:6, Elite Mechanical Pipe
Mekanism:PartTransmitter:7, Ultimate Mechanical Pipe
Mekanism:PartTransmitter:8, Basic Pressurized Tube
Mekanism:PartTransmitter:9, Advanced Pressurized Tube
Mekanism:PartTransmitter:10, Elite Pressurized Tube
Mekanism:PartTransmitter:11, Ultimate Pressurized Tube
Mekanism:PartTransmitter:12, Basic Logistical Transporter
Mekanism:PartTransmitter:13, Advanced Logistical Transporter
Mekanism:PartTransmitter:14, Elite Logistical Transporter
Mekanism:PartTransmitter:15, Ultimate Logistical Transporter
Mekanism:PartTransmitter:16, Restrictive Transporter
Mekanism:PartTransmitter:17, Diversion Transporter
Mekanism:PartTransmitter:18, Basic Thermodynamic Conductor
Mekanism:PartTransmitter:19, Advanced Thermodynamic Conductor
Mekanism:PartTransmitter:20, Elite Thermodynamic Conductor
Mekanism:PartTransmitter:21, Ultimate Thermodynamic Conductor
Mekanism:ElectricBow, Electric Bow
Mekanism:Dust:0, Iron Dust
Mekanism:Dust:1, Gold Dust
Mekanism:Dust:2, Osmium Dust
Mekanism:Dust:3, Copper Dust
Mekanism:Dust:4, Tin Dust
Mekanism:Dust:5, Silver Dust
Mekanism:Dust:6, Lead Dust
Mekanism:Ingot:0, Refined Obsidian Ingot
Mekanism:Ingot:1, Osmium Ingot
Mekanism:Ingot:2, Bronze Ingot
Mekanism:Ingot:3, Glowstone Ingot
Mekanism:Ingot:4, Steel Ingot
Mekanism:Ingot:5, Copper Ingot
Mekanism:Ingot:6, Tin Ingot
Mekanism:EnergyTablet, Energy Tablet
Mekanism:SpeedUpgrade, Speed Upgrade
Mekanism:EnergyUpgrade, Energy Upgrade
Mekanism:FilterUpgrade, Filter Upgrade
Mekanism:MufflingUpgrade, Muffling Upgrade
Mekanism:GasUpgrade, Gas Upgrade
Mekanism:Robit, Robit
Mekanism:AtomicDisassembler, Atomic Disassembler
Mekanism:EnrichedAlloy, Enriched Alloy
Mekanism:ReinforcedAlloy, Reinforced Alloy
Mekanism:AtomicAlloy, Atomic Alloy
Mekanism:ItemProxy, item.ItemProxy.name
Mekanism:ControlCircuit:0, Basic Control Circuit
Mekanism:ControlCircuit:1, Advanced Control Circuit
Mekanism:ControlCircuit:2, Elite Control Circuit
Mekanism:ControlCircuit:3, Ultimate Control Circuit
Mekanism:EnrichedIron, Enriched Iron
Mekanism:CompressedCarbon, Compressed Carbon
Mekanism:CompressedRedstone, Compressed Redstone
Mekanism:CompressedDiamond, Compressed Diamond
Mekanism:CompressedObsidian, Compressed Obsidian
Mekanism:PortableTeleporter, Portable Teleporter
Mekanism:TeleportationCore, Teleportation Core
Mekanism:Clump:0, Iron Clump
Mekanism:Clump:1, Gold Clump
Mekanism:Clump:2, Osmium Clump
Mekanism:Clump:3, Copper Clump
Mekanism:Clump:4, Tin Clump
Mekanism:Clump:5, Silver Clump
Mekanism:Clump:6, Lead Clump
Mekanism:DirtyDust:0, Dirty Iron Dust
Mekanism:DirtyDust:1, Dirty Gold Dust
Mekanism:DirtyDust:2, Dirty Osmium Dust
Mekanism:DirtyDust:3, Dirty Copper Dust
Mekanism:DirtyDust:4, Dirty Tin Dust
Mekanism:DirtyDust:5, Dirty Silver Dust
Mekanism:DirtyDust:6, Dirty Lead Dust
Mekanism:Configurator, Configurator
Mekanism:NetworkReader, Network Reader
Mekanism:WalkieTalkie, Walkie-Talkie
Mekanism:Jetpack, Jetpack
Mekanism:Dictionary, Dictionary
Mekanism:GasMask, Gas Mask
Mekanism:ScubaTank, Scuba Tank
Mekanism:Balloon:0, §8Black Balloon
Mekanism:Balloon:1, §cRed Balloon
Mekanism:Balloon:2, §2Green Balloon
Mekanism:Balloon:3, §6Brown Balloon
Mekanism:Balloon:4, §1Blue Balloon
Mekanism:Balloon:5, §5Purple Balloon
Mekanism:Balloon:6, §3Cyan Balloon
Mekanism:Balloon:7, §7Light Grey Balloon
Mekanism:Balloon:8, §8Grey Balloon
Mekanism:Balloon:9, §dPink Balloon
Mekanism:Balloon:10, §aLime Balloon
Mekanism:Balloon:11, §eYellow Balloon
Mekanism:Balloon:12, §9Light Blue Balloon
Mekanism:Balloon:13, §dMagenta Balloon
Mekanism:Balloon:14, §6Orange Balloon
Mekanism:Balloon:15, §fWhite Balloon
Mekanism:Shard:0, Iron Shard
Mekanism:Shard:1, Gold Shard
Mekanism:Shard:2, Osmium Shard
Mekanism:Shard:3, Copper Shard
Mekanism:Shard:4, Tin Shard
Mekanism:Shard:5, Silver Shard
Mekanism:Shard:6, Lead Shard
Mekanism:ElectrolyticCore, Electrolytic Core
Mekanism:Sawdust, Sawdust
Mekanism:Salt, Salt
Mekanism:BrineBucket, Brine Bucket
Mekanism:LithiumBucket, Lithium Bucket
Mekanism:HeavyWaterBucket, Heavy Water Bucket
Mekanism:Crystal:0, Iron Crystal
Mekanism:Crystal:1, Gold Crystal
Mekanism:Crystal:2, Osmium Crystal
Mekanism:Crystal:3, Copper Crystal
Mekanism:Crystal:4, Tin Crystal
Mekanism:Crystal:5, Silver Crystal
Mekanism:Crystal:6, Lead Crystal
Mekanism:FreeRunners, Free Runners
Mekanism:ArmoredJetpack, Armored Jetpack
Mekanism:ConfigurationCard, Configuration Card
Mekanism:CraftingFormula, Crafting Formula
Mekanism:SeismicReader, Seismic Reader
Mekanism:Substrate, Substrate
Mekanism:Polyethene:0, HDPE Pellet
Mekanism:Polyethene:1, HDPE Rod
Mekanism:Polyethene:2, HDPE Sheet
Mekanism:Polyethene:3, PlaStick
Mekanism:BioFuel, Bio Fuel
Mekanism:GlowPanel:0, §8Black Glow Panel
Mekanism:GlowPanel:1, §cRed Glow Panel
Mekanism:GlowPanel:2, §2Green Glow Panel
Mekanism:GlowPanel:3, §6Brown Glow Panel
Mekanism:GlowPanel:4, §1Blue Glow Panel
Mekanism:GlowPanel:5, §5Purple Glow Panel
Mekanism:GlowPanel:6, §3Cyan Glow Panel
Mekanism:GlowPanel:7, §7Light Grey Glow Panel
Mekanism:GlowPanel:8, §8Grey Glow Panel
Mekanism:GlowPanel:9, §dPink Glow Panel
Mekanism:GlowPanel:10, §aLime Glow Panel
Mekanism:GlowPanel:11, §eYellow Glow Panel
Mekanism:GlowPanel:12, §9Light Blue Glow Panel
Mekanism:GlowPanel:13, §dMagenta Glow Panel
Mekanism:GlowPanel:14, §6Orange Glow Panel
Mekanism:GlowPanel:15, §fWhite Glow Panel
Mekanism:Flamethrower, Flamethrower
Mekanism:GaugeDropper, Gauge Dropper
Mekanism:FactoryInstaller:0, Basic Tier Installer
Mekanism:FactoryInstaller:1, Advanced Tier Installer
Mekanism:FactoryInstaller:2, Elite Tier Installer
Mekanism:FactoryInstaller:3, Ultimate Tier Installer
Mekanism:OtherDust:0, Diamond Dust
Mekanism:OtherDust:1, Steel Dust
Mekanism:OtherDust:3, Sulfur Dust
Mekanism:OtherDust:4, Lithium Dust
Mekanism:OtherDust:5, Refined Obsidian Dust
Mekanism:OtherDust:6, Obsidian Dust
MekanismGenerators:SolarPanel, Solar Panel
MekanismGenerators:Hohlraum, Hohlraum
MekanismGenerators:TurbineBlade, Turbine Blade
MekanismTools:WoodPaxel, Wood Paxel
MekanismTools:StonePaxel, Stone Paxel
MekanismTools:IronPaxel, Iron Paxel
MekanismTools:DiamondPaxel, Diamond Paxel
MekanismTools:GoldPaxel, Gold Paxel
MekanismTools:ObsidianHelmet, Obsidian Helmet
MekanismTools:ObsidianChestplate, Obsidian Chestplate
MekanismTools:ObsidianLeggings, Obsidian Leggings
MekanismTools:ObsidianBoots, Obsidian Boots
MekanismTools:ObsidianPaxel, Obsidian Paxel
MekanismTools:ObsidianPickaxe, Obsidian Pickaxe
MekanismTools:ObsidianAxe, Obsidian Axe
MekanismTools:ObsidianShovel, Obsidian Shovel
MekanismTools:ObsidianHoe, Obsidian Hoe
MekanismTools:ObsidianSword, Obsidian Sword
MekanismTools:LapisLazuliHelmet, Lapis Lazuli Helmet
MekanismTools:LapisLazuliChestplate, Lapis Lazuli Chestplate
MekanismTools:LapisLazuliLeggings, Lapis Lazuli Leggings
MekanismTools:LapisLazuliBoots, Lapis Lazuli Boots
MekanismTools:LapisLazuliPaxel, Lapis Lazuli Paxel
MekanismTools:LapisLazuliPickaxe, Lapis Lazuli Pickaxe
MekanismTools:LapisLazuliAxe, Lapis Lazuli Axe
MekanismTools:LapisLazuliShovel, Lapis Lazuli Shovel
MekanismTools:LapisLazuliHoe, Lapis Lazuli Hoe
MekanismTools:LapisLazuliSword, Lapis Lazuli Sword
MekanismTools:OsmiumHelmet, Osmium Helmet
MekanismTools:OsmiumChestplate, Osmium Chestplate
MekanismTools:OsmiumLeggings, Osmium Leggings
MekanismTools:OsmiumBoots, Osmium Boots
MekanismTools:OsmiumPaxel, Osmium Paxel
MekanismTools:OsmiumPickaxe, Osmium Pickaxe
MekanismTools:OsmiumAxe, Osmium Axe
MekanismTools:OsmiumShovel, Osmium Shovel
MekanismTools:OsmiumHoe, Osmium Hoe
MekanismTools:OsmiumSword, Osmium Sword
MekanismTools:BronzeHelmet, Bronze Helmet
MekanismTools:BronzeChestplate, Bronze Chestplate
MekanismTools:BronzeLeggings, Bronze Leggings
MekanismTools:BronzeBoots, Bronze Boots
MekanismTools:BronzePaxel, Bronze Paxel
MekanismTools:BronzePickaxe, Bronze Pickaxe
MekanismTools:BronzeAxe, Bronze Axe
MekanismTools:BronzeShovel, Bronze Shovel
MekanismTools:BronzeHoe, Bronze Hoe
MekanismTools:BronzeSword, Bronze Sword
MekanismTools:GlowstonePaxel, Glowstone Paxel
MekanismTools:GlowstonePickaxe, Glowstone Pickaxe
MekanismTools:GlowstoneAxe, Glowstone Axe
MekanismTools:GlowstoneShovel, Glowstone Shovel
MekanismTools:GlowstoneHoe, Glowstone Hoe
MekanismTools:GlowstoneSword, Glowstone Sword
MekanismTools:GlowstoneHelmet, Glowstone Helmet
MekanismTools:GlowstoneChestplate, Glowstone Chestplate
MekanismTools:GlowstoneLeggings, Glowstone Leggings
MekanismTools:GlowstoneBoots, Glowstone Boots
MekanismTools:SteelPaxel, Steel Paxel
MekanismTools:SteelPickaxe, Steel Pickaxe
MekanismTools:SteelAxe, Steel Axe
MekanismTools:SteelShovel, Steel Shovel
MekanismTools:SteelHoe, Steel Hoe
MekanismTools:SteelSword, Steel Sword
MekanismTools:SteelHelmet, Steel Helmet
MekanismTools:SteelChestplate, Steel Chestplate
MekanismTools:SteelLeggings, Steel Leggings
MekanismTools:SteelBoots, Steel Boots
mffs:cardBlank, Blank Card
mffs:cardFrequency, Frequency Card
mffs:cardID, Identification Card
mffs:cardInfinite, Infinite Power Card
mffs:cardLink, Link Card
mffs:focusMatrix, Focus Matrix
mffs:moduleAntiFriendly, Anti-Friendly Module
mffs:moduleAntiHostile, Anti-Hostile Module
mffs:moduleAntiPersonnel, Anti-Personnel Module
mffs:moduleAntiSpawn, Anti-Spawn Module
mffs:moduleBlockAccess, Block Access Module
mffs:moduleBlockAlter, Block Alter Module
mffs:moduleConfiscate, Confiscate Module
mffs:moduleRepulsion, Repulsion Module
mffs:moduleWarn, Warn Module
mffs:moduleApproximation, Approximation Module
mffs:moduleArray, Array Module
mffs:moduleCamouflage, Camouflage Module
mffs:moduleCollection, Collection Module
mffs:moduleDisintegration, Disintegration Module
mffs:moduleDome, Dome Module
mffs:moduleFusion, Field Fusion Module
mffs:moduleGlow, Glow Module
mffs:moduleInvert, Invert Module
mffs:moduleShock, Shock Module
mffs:moduleSilence, Silence Module
mffs:moduleStabilize, Field Stabilizer Module
mffs:modeCube, Cube Mode
mffs:modeCustom, Custom Mode
mffs:modeCylinder, Cylinder Mode
mffs:modePyramid, Pyramid Mode
mffs:modeSphere, Sphere Mode
mffs:modeTube, Tube Mode
mffs:moduleCapacity, Capacity Module
mffs:moduleRotate, Rotation Module
mffs:moduleScale, Scale Module
mffs:moduleSpeed, Speed Module
mffs:moduleTranslate, Translation Module
mffs:moduleSponge, Sponge Module
mffs:remoteController, Remote Controller
nuclearphysics:itemWrench, Wrench
nuclearphysics:itemCopperWire, Copper Wire
nuclearphysics:itemMotor, Motor
nuclearphysics:itemPlateBronze, Bronze Plate
nuclearphysics:itemPlateSteel, Steel Plate
nuclearphysics:itemCircuitBasic, Basic Circuit
nuclearphysics:itemCircuitAdvanced, Advanced Circuit
nuclearphysics:itemCircuitElite, Elite Circuit
nuclearphysics:itemToxicWasteBucket, Toxic Waste Bucket
nuclearphysics:itemAntimatterCell:0, Antimatter
nuclearphysics:itemAntimatterCell:1, Antimatter
nuclearphysics:itemBreederFuel, Breeder Fuel Rod
nuclearphysics:itemCell, Cell
nuclearphysics:itemDarkMatterCell, Dark Matter
nuclearphysics:itemFissileFuel, Fissile Fuel Rod
nuclearphysics:itemUranium:0, Uranium-235
nuclearphysics:itemUranium:1, Uranium-238
nuclearphysics:(itemYellowCake, Yellowcake
nuclearphysics:itemHazmatMask, Hazmat Mask
nuclearphysics:itemHazmatBody, Hazmat Body
nuclearphysics:itemHazmatLeggings, Hazmat Leggings
nuclearphysics:itemHazmatBoots, Hazmat Boots
voltzenginemodflag:ve.selectiontool, item.voltzenginemodflag:ve.selectiontool.name
ForgeMicroblock:sawStone, Stone Saw
ForgeMicroblock:sawIron, Iron Saw
ForgeMicroblock:sawDiamond, Diamond Saw
ForgeMicroblock:stoneRod, Stone Rod
